Stno,Chip,Database Id,Surname,First name,YB,S,Block,nc,Start,Finish,Time,Classifier,Club no.,Cl.name,City,Nat,Cl. no.,Short,Long,Num1,Num2,Num3,Text1,Text2,Text3,Adr. name,Street,Line2,Zip,City,Phone,Fax,EMail,Id/Club,Rented,Start fee,Paid,Course no.,Course,km,m,Course controls,Pl,Start punch,Finish punch,Control1,Punch1,Control2,Punch2,Control3,Punch3,Control4,Punch4,Control5,Punch5,Control6,Punch6,Control7,Punch7,Control8,Punch8,Control9,Punch9,Control10,Punch10,(may be more) ...,,,,,,,,,,,,,,,,,,,,,,,
,2118093,33,Gerjević,Lana,,M,,0,35:00,59:43,24:43,0,1,KAP,OK Kapela,CRO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,7,,59:43,36,00:00,53,00:00,66,02:57,34,04:07,65,04:48,55,05:30,39,07:43,57,11:17,48,15:33,67,16:14,46,17:53,41,19:28,59,20:17,60,20:58,54,21:45,50,23:02,52,23:23,100,24:22,,,,,,,,
,7600000,93,Jandrečić,Nola,,M,,0,37:00,,,0,6,JAP,OK Japetic,CRO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2118092,146,Kutleša,Dorotea,,M,,0,33:00,,,0,1,KAP,OK Kapela,CRO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1404141,101,Flerin Drevenšek,Mojca,,M,,0,23:00,,,0,10,Kamniški OK,Kamniški orientacijski klub,SLO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,222415,50,Abramović,Petra,,M,,0,27:00,,,0,5,Vihor,OK Vihor,CRO,2,Ž21,Ž21,,,,,,,,,,,,,,,,0,0,0,2,W21,3.1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,700027,86,Ocvirk,Eva,,M,,0,48:00,64:48,16:48,0,6,JAP,OK Japetic,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,1,,64:48,32,00:48,33,01:13,45,01:44,61,02:20,65,02:51,38,03:31,39,05:00,43,06:47,46,07:39,47,09:11,56,10:38,68,11:30,58,12:16,60,12:40,54,13:14,49,13:50,52,15:47,100,16:26,,,,,,,,
,2105096,69,Čorko Meštrović,Irena,,M,,0,54:00,72:41,18:41,0,1,KAP,OK Kapela,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,2,,72:41,32,00:55,33,01:23,45,02:00,61,02:40,65,03:14,38,04:06,39,06:01,43,08:17,46,09:19,47,10:58,56,12:24,68,13:27,58,14:20,60,14:48,54,15:37,49,16:24,52,17:27,100,18:17,,,,,,,,
,7061277,64,Cini,Fabiana,,M,,0,52:00,71:19,19:19,0,4,Maksimir,OK Maksimir,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,3,,71:19,32,01:01,33,01:31,45,02:05,61,02:44,65,03:18,38,04:10,39,06:11,43,08:39,46,09:49,47,11:32,56,13:02,68,14:23,58,15:18,60,15:49,54,16:33,49,17:20,52,18:22,100,19:01,,,,,,,,
,2133012,127,Krkić Drobić,Aida,,M,,0,34:00,56:21,22:21,0,1,KAP,OK Kapela,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,4,,56:21,32,00:57,33,01:28,45,02:05,61,02:50,65,03:41,38,04:45,39,07:00,43,10:19,46,11:33,47,13:40,56,15:12,68,16:28,58,17:34,60,18:08,54,18:56,49,19:44,52,21:02,100,21:52,,,,,,,,
,2067893,49,Kušt,Maja,,M,,0,32:00,54:21,22:21,0,5,Vihor,OK Vihor,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,4,,54:21,32,01:08,33,01:41,45,02:21,61,03:05,65,03:43,38,04:43,39,06:54,43,09:20,46,10:30,47,12:39,56,15:21,68,16:33,58,17:34,60,18:10,54,19:05,49,19:53,52,21:04,100,21:58,,,,,,,,
,2113460,164,Potrebica,Tanja,,M,,0,38:00,61:11,23:11,0,8,OK Varaždin,Orijentacijski klub Varaždin,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,6,,61:11,32,02:10,33,02:40,45,03:14,61,04:11,65,04:48,38,06:03,39,08:19,43,10:38,46,11:51,47,13:48,56,15:48,68,17:08,58,18:24,60,18:56,54,19:45,49,20:30,52,21:45,100,22:43,,,,,,,,
,2113384,125,Glagolić,Saša,,M,,0,42:00,65:17,23:17,0,1,KAP,OK Kapela,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,7,,65:17,32,01:07,33,01:43,45,02:24,61,03:10,65,03:50,38,04:46,39,07:01,43,09:52,46,11:16,47,13:35,56,15:22,68,16:44,58,17:52,60,18:33,54,19:28,49,20:23,52,21:48,100,22:44,,,,,,,,
,222420,54,Mance,Ines,,M,,0,36:00,63:36,27:36,0,5,Vihor,OK Vihor,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,8,,63:36,32,01:36,33,02:18,45,03:05,61,03:57,65,04:31,38,05:31,39,08:21,43,11:47,46,13:35,47,16:05,56,18:22,68,19:47,58,21:09,60,21:57,54,23:19,49,24:23,52,25:43,100,27:01,,,,,,,,
,222418,51,Tatić,Iva,,M,,0,04:00,33:22,29:22,0,5,Vihor,OK Vihor,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,9,,33:22,32,01:13,33,01:52,45,02:43,61,03:38,65,04:18,38,05:43,39,08:32,43,12:42,46,14:21,47,16:59,56,20:06,68,21:38,58,22:49,60,23:46,54,24:55,49,25:55,52,27:39,100,28:51,,,,,,,,
,2126435,71,Latinger,Sandra,,M,,0,46:00,80:40,34:40,0,1,KAP,OK Kapela,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,10,,80:40,32,01:21,33,02:05,45,02:50,61,03:51,65,04:38,38,05:46,39,08:24,43,15:42,46,17:12,47,19:59,56,23:43,68,26:11,58,27:30,60,28:07,54,30:33,49,31:36,52,33:08,100,34:11,,,,,,,,
,222402,11,Perković,Mihaela Marija,,M,,0,40:00,92:07,52:07,0,5,Vihor,OK Vihor,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,11,,92:07,32,02:21,33,03:18,45,04:46,61,06:57,65,08:20,38,10:29,39,14:49,43,20:35,46,23:36,47,27:43,56,34:34,68,38:07,58,40:16,60,41:31,54,43:31,49,45:27,52,48:44,100,51:03,,,,,,,,
,,163,,Vacant,,M,,0,50:00,,,0,,,,,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2105097,139,Bergant Vidaković,Sandra,,M,,0,58:00,,,0,1,KAP,OK Kapela,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,222401,10,Kiš,Marta,,M,,0,44:00,,,0,5,Vihor,OK Vihor,CRO,13,Ž35,Ž35,,,,,,,,,,,,,,,,0,0,0,8,W35,2.8,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2109710,45,Glinska,Beata Adrianna,,M,,0,21:00,39:20,18:20,0,1,KAP,OK Kapela,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,1,,39:20,32,01:23,66,02:05,34,03:20,55,04:01,35,05:09,44,06:42,67,08:25,46,09:50,42,11:23,57,12:32,68,13:08,58,14:32,59,15:10,54,15:43,49,16:27,50,17:09,100,17:59,,,,,,,,,,
,1261971,85,Jakšić,Mirka,,M,,0,33:00,51:25,18:25,0,4,Maksimir,OK Maksimir,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,2,,51:25,32,01:03,66,01:51,34,03:12,55,03:56,35,05:04,44,06:29,67,08:28,46,09:44,42,11:42,57,12:52,68,13:31,58,14:27,59,15:02,54,15:38,49,16:25,50,17:08,100,18:03,,,,,,,,,,
,406740,62,Nikolić,Bojana,,M,,0,36:00,55:44,19:44,0,5,Vihor,OK Vihor,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,3,,55:44,32,01:08,66,02:00,34,03:19,55,04:03,35,05:08,44,06:41,67,08:53,46,10:28,42,12:27,57,13:45,68,14:36,58,15:40,59,16:21,54,16:54,49,17:42,50,18:24,100,19:19,,,,,,,,,,
,237595,96,Baburek,Gabrijela,,M,,0,27:00,47:07,20:07,0,6,JAP,OK Japetic,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,4,,47:07,32,01:10,66,02:03,34,03:25,55,04:12,35,05:23,44,06:54,67,09:16,46,10:38,42,12:44,57,14:00,68,14:42,58,15:38,59,16:18,54,16:56,49,17:51,50,18:40,100,19:41,,,,,,,,,,
,222409,19,Pavić,Ana-Marija,,M,,0,31:00,51:21,20:21,0,5,Vihor,OK Vihor,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,5,,51:21,32,01:13,66,02:08,34,03:35,55,04:19,35,06:11,44,07:52,67,09:51,46,11:11,42,13:02,57,14:21,68,14:57,58,16:02,59,16:40,54,17:23,49,18:11,50,18:53,100,19:57,,,,,,,,,,
,2121763,16,Vuk,Srebrenka,,M,,0,09:00,30:32,21:32,0,1,KAP,OK Kapela,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,6,,30:32,32,01:14,66,02:04,34,03:39,55,04:24,35,05:29,44,07:21,67,09:19,46,10:46,42,14:15,57,15:35,68,16:13,58,17:22,59,18:04,54,18:39,49,19:28,50,20:11,100,21:08,,,,,,,,,,
,7680305,9,Kabalin Borenić,Višnja,,M,,0,11:00,32:40,21:40,0,4,Maksimir,OK Maksimir,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,7,,32:40,32,01:02,66,01:51,34,03:13,55,04:00,35,05:17,44,06:54,67,09:20,46,10:54,42,12:56,57,14:50,68,15:35,58,16:48,59,17:25,54,18:02,49,18:59,50,19:59,100,21:12,,,,,,,,,,
,888973,121,Horvat,Mirjana,,M,,0,19:00,40:41,21:41,0,4,Maksimir,OK Maksimir,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,8,,40:41,32,01:07,66,01:57,34,03:28,55,04:13,35,05:37,44,07:25,67,09:32,46,11:07,42,13:29,57,14:54,68,15:35,58,16:44,59,17:24,54,18:03,49,18:54,50,19:51,100,21:15,,,,,,,,,,
,7672905,106,Kraintz,Evelyn,,M,,0,15:00,37:09,22:09,0,4,Maksimir,OK Maksimir,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,9,,37:09,32,01:12,66,02:06,34,03:33,55,04:22,35,05:52,44,07:36,67,10:04,46,11:53,42,13:57,57,15:31,68,16:08,58,17:16,59,18:00,54,18:41,49,19:37,50,20:35,100,21:45,,,,,,,,,,
,237600,91,Kuzmanić,Ivana,,M,,0,07:00,29:46,22:46,0,6,JAP,OK Japetic,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,10,,29:46,32,01:02,66,01:45,34,03:05,55,03:47,35,04:59,44,10:12,67,12:18,46,13:39,42,15:25,57,17:03,68,17:41,58,18:42,59,19:14,54,19:55,49,20:45,50,21:27,100,22:21,,,,,,,,,,
,2117420,135,Baturina,Nada,,M,,0,25:00,49:51,24:51,0,1,KAP,OK Kapela,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,11,,49:51,32,01:15,66,02:13,34,03:53,55,06:00,35,07:38,44,09:25,67,11:47,46,13:16,42,15:20,57,17:52,68,18:37,58,19:58,59,20:31,54,21:10,49,22:18,50,23:05,100,24:23,,,,,,,,,,
,237598,94,Govedarica,Zvjezdana,,M,,0,13:00,41:30,28:30,0,6,JAP,OK Japetic,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,12,,41:30,32,02:13,66,03:22,34,05:07,55,06:20,35,08:03,44,10:05,67,13:35,46,15:34,42,18:49,57,21:07,68,21:57,58,23:18,59,24:05,54,24:47,49,25:46,50,26:43,100,28:01,,,,,,,,,,
,2123976,141,Gradečak Galović,Marija,,M,,0,23:00,52:06,29:06,0,1,KAP,OK Kapela,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,13,,52:06,32,02:03,66,03:18,34,05:23,55,06:23,35,08:03,44,11:34,67,14:36,46,16:35,42,18:58,57,20:40,68,21:33,58,23:05,59,24:07,54,24:58,49,26:06,50,27:12,100,28:35,,,,,,,,,,
,219388,29,Gajdek,Željka,,M,,0,17:00,46:29,29:29,0,2,OK Jelen,OK Jelen,CRO,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,14,,46:29,32,01:10,66,01:58,34,03:20,55,04:08,35,05:41,44,17:07,67,18:55,46,20:11,42,21:55,57,23:40,68,24:13,58,25:21,59,25:57,54,26:41,49,27:29,50,28:09,100,29:05,,,,,,,,,,
,,152,,Vacant,,M,,0,05:00,,,0,,,,,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,153,,Vacant,,M,,0,29:00,,,0,,,,,7,Ž45,Ž45,,,,,,,,,,,,,,,,0,0,0,6,W45,2.5,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,237596,95,Fabek,Branka,,M,,0,33:00,53:50,20:50,0,6,JAP,OK Japetic,CRO,16,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,4,W55,2,0,16,1,,53:50,63,01:09,64,02:20,45,03:20,34,04:46,51,06:32,35,08:04,44,09:57,40,11:36,56,12:44,42,13:41,41,14:34,59,15:53,60,16:30,49,18:27,50,19:20,100,20:20,,,,,,,,,,,,
,636977,22,Cvitković,Maja,,M,,0,31:00,52:25,21:25,0,5,Vihor,OK Vihor,CRO,16,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,4,W55,2,0,16,2,,52:25,63,01:06,64,02:30,45,03:41,34,05:05,51,06:29,35,07:39,44,09:30,40,11:26,56,13:02,42,13:56,41,14:51,59,16:05,60,16:45,49,18:39,50,19:42,100,20:52,,,,,,,,,,,,
,2125773,24,Ebenspanger,Emilija,,M,,0,27:00,49:25,22:25,0,1,KAP,OK Kapela,CRO,16,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,4,W55,2,0,16,3,,49:25,63,01:22,64,02:44,45,03:46,34,05:07,51,06:34,35,08:07,44,10:16,40,11:51,56,14:22,42,15:09,41,16:23,59,17:35,60,18:14,49,19:46,50,20:42,100,21:52,,,,,,,,,,,,
,,177,,Vacant,,M,,0,29:00,,,0,,,,,16,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,4,W55,2,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2109704,137,Franc,Vera,,M,,0,35:00,64:23,29:23,3,1,KAP,OK Kapela,CRO,16,Ž55,Ž55,,,,,,,,,,,,,,,,0,0,0,4,W55,2,0,16,,,64:23,63,01:32,64,03:14,45,04:27,,,51,07:24,35,08:33,44,10:24,40,12:53,56,20:02,42,21:18,41,22:39,59,23:59,60,24:47,49,26:53,50,27:47,100,28:55,,,,,,,,,,,,
